Fecha,Usuario,CPU_Por,Memoria_Por,Proceso,,,,,
"210309-192901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-192901","hdfs","0.0","0.0","python2.7"
"210309-192901","impala","140","17.0","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-192901","impala","0.0","0.0","python2.7"
"210309-192901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-192901","yarn","0.0","0.0","python2.7"
"210309-193401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-193401","hbase","0.0","0.0","python2.7"
"210309-193401","hbase","0.3","0.0","/bin/bash"
"210309-193401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-193401","hdfs","0.0","0.0","python2.7"
"210309-193401","impala","140","16.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-193401","impala","0.0","0.0","python2.7"
"210309-193401","yarn","0.0","0.0","bash"
"210309-193401","yarn","0.0","0.0","/bin/bash"
"210309-193401","yarn","6.9","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-193401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-193401","yarn","0.0","0.0","python2.7"
"210309-193901","hbase","0.0","0.0","sleep"
"210309-193901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-193901","hbase","0.0","0.0","python2.7"
"210309-193901","hbase","0.3","0.0","/bin/bash"
"210309-193901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-193901","hdfs","0.0","0.0","python2.7"
"210309-193901","impala","140","16.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-193901","impala","0.0","0.0","python2.7"
"210309-193901","yarn","0.0","0.0","bash"
"210309-193901","yarn","0.0","0.0","/bin/bash"
"210309-193901","yarn","2.9","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-193901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-193901","yarn","0.0","0.0","python2.7"
"210309-194401","hbase","0.0","0.0","sleep"
"210309-194401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-194401","hbase","0.0","0.0","python2.7"
"210309-194401","hbase","0.3","0.0","/bin/bash"
"210309-194401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-194401","hdfs","0.0","0.0","python2.7"
"210309-194401","impala","140","16.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-194401","impala","0.0","0.0","python2.7"
"210309-194401","yarn","0.0","0.0","bash"
"210309-194401","yarn","0.0","0.0","/bin/bash"
"210309-194401","yarn","2.0","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-194401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-194401","yarn","0.0","0.0","python2.7"
"210309-194902","hbase","0.0","0.0","sleep"
"210309-194902","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-194902","hbase","0.0","0.0","python2.7"
"210309-194902","hbase","0.3","0.0","/bin/bash"
"210309-194902","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-194902","hdfs","0.0","0.0","python2.7"
"210309-194902","impala","140","16.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-194902","impala","0.0","0.0","python2.7"
"210309-194902","yarn","0.0","0.0","bash"
"210309-194902","yarn","0.0","0.0","/bin/bash"
"210309-194902","yarn","1.7","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-194902","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-194902","yarn","0.0","0.0","python2.7"
"210309-195401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-195401","hbase","0.0","0.0","python2.7"
"210309-195401","hbase","0.3","0.0","/bin/bash"
"210309-195401","hbase","0.0","0.0","sleep"
"210309-195401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-195401","hdfs","0.0","0.0","python2.7"
"210309-195401","impala","140","16.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-195401","impala","0.0","0.0","python2.7"
"210309-195401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-195401","yarn","0.0","0.0","python2.7"
"210309-195901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-195901","hbase","0.0","0.0","python2.7"
"210309-195901","hbase","0.3","0.0","/bin/bash"
"210309-195901","hbase","0.0","0.0","sleep"
"210309-195901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-195901","hdfs","0.0","0.0","python2.7"
"210309-195901","impala","140","17.1","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-195901","impala","0.0","0.0","python2.7"
"210309-195901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-195901","yarn","0.0","0.0","python2.7"
"210309-200401","hbase","0.0","0.0","sleep"
"210309-200401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-200401","hbase","0.0","0.0","python2.7"
"210309-200401","hbase","0.3","0.0","/bin/bash"
"210309-200401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-200401","hdfs","0.0","0.0","python2.7"
"210309-200401","impala","140","17.0","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-200401","impala","0.0","0.0","python2.7"
"210309-200401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-200401","yarn","0.0","0.0","python2.7"
"210309-200901","hbase","0.0","0.0","sleep"
"210309-200901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-200901","hbase","0.0","0.0","python2.7"
"210309-200901","hbase","0.3","0.0","/bin/bash"
"210309-200901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-200901","hdfs","0.0","0.0","python2.7"
"210309-200901","impala","140","16.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-200901","impala","0.0","0.0","python2.7"
"210309-200901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-200901","yarn","0.0","0.0","python2.7"
"210309-201401","hbase","0.0","0.0","sleep"
"210309-201401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-201401","hbase","0.0","0.0","python2.7"
"210309-201401","hbase","0.3","0.0","/bin/bash"
"210309-201401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-201401","hdfs","0.0","0.0","python2.7"
"210309-201401","impala","140","16.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-201401","impala","0.0","0.0","python2.7"
"210309-201401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-201401","yarn","0.0","0.0","python2.7"
"210309-201901","hbase","0.0","0.0","sleep"
"210309-201901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-201901","hbase","0.0","0.0","python2.7"
"210309-201901","hbase","0.3","0.0","/bin/bash"
"210309-201901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-201901","hdfs","0.0","0.0","python2.7"
"210309-201901","impala","140","16.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-201901","impala","0.0","0.0","python2.7"
"210309-201901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-201901","yarn","0.0","0.0","python2.7"
"210309-202402","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-202402","hbase","0.0","0.0","python2.7"
"210309-202402","hbase","0.3","0.0","/bin/bash"
"210309-202402","hbase","0.0","0.0","sleep"
"210309-202402","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-202402","hdfs","0.0","0.0","python2.7"
"210309-202402","impala","140","19.2","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-202402","impala","0.0","0.0","python2.7"
"210309-202402","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-202402","yarn","0.0","0.0","python2.7"
"210309-202901","hbase","0.0","0.0","sleep"
"210309-202901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-202901","hbase","0.0","0.0","python2.7"
"210309-202901","hbase","0.3","0.0","/bin/bash"
"210309-202901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-202901","hdfs","0.0","0.0","python2.7"
"210309-202901","impala","140","17.1","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-202901","impala","0.0","0.0","python2.7"
"210309-202901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-202901","yarn","0.0","0.0","python2.7"
"210309-203401","hbase","0.0","0.0","sleep"
"210309-203401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-203401","hbase","0.0","0.0","python2.7"
"210309-203401","hbase","0.3","0.0","/bin/bash"
"210309-203401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-203401","hdfs","0.0","0.0","python2.7"
"210309-203401","impala","140","20.6","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-203401","impala","0.0","0.0","python2.7"
"210309-203401","yarn","0.0","0.0","bash"
"210309-203401","yarn","0.0","0.0","/bin/bash"
"210309-203401","yarn","5.7","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-203401","yarn","0.0","0.0","bash"
"210309-203401","yarn","0.0","0.0","/bin/bash"
"210309-203401","yarn","116","0.4","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-203401","yarn","0.0","0.0","bash"
"210309-203401","yarn","0.0","0.0","/bin/bash"
"210309-203401","yarn","18.5","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-203401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-203401","yarn","0.0","0.0","python2.7"
"210309-203901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-203901","hbase","0.0","0.0","python2.7"
"210309-203901","hbase","0.3","0.0","/bin/bash"
"210309-203901","hbase","0.0","0.0","sleep"
"210309-203901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-203901","hdfs","0.0","0.0","python2.7"
"210309-203901","impala","140","16.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-203901","impala","0.0","0.0","python2.7"
"210309-203901","yarn","0.0","0.0","bash"
"210309-203901","yarn","0.0","0.0","/bin/bash"
"210309-203901","yarn","2.7","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-203901","yarn","0.0","0.0","bash"
"210309-203901","yarn","0.0","0.0","/bin/bash"
"210309-203901","yarn","114","0.6","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-203901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-203901","yarn","0.0","0.0","python2.7"
"210309-203901","yarn","0.0","0.0","bash"
"210309-203901","yarn","0.0","0.0","bash"
"210309-203901","yarn","0.0","0.0","/bin/bash"
"210309-203901","yarn","0.0","0.0","/bin/bash"
"210309-203901","yarn","104","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-203901","yarn","44.7","0.8","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-204401","hbase","0.0","0.0","sleep"
"210309-204401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-204401","hbase","0.0","0.0","python2.7"
"210309-204401","hbase","0.3","0.0","/bin/bash"
"210309-204401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-204401","hdfs","0.0","0.0","python2.7"
"210309-204401","impala","140","16.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-204401","impala","0.0","0.0","python2.7"
"210309-204401","yarn","0.0","0.0","bash"
"210309-204401","yarn","0.0","0.0","/bin/bash"
"210309-204401","yarn","1.9","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-204401","yarn","0.0","0.0","bash"
"210309-204401","yarn","0.0","0.0","/bin/bash"
"210309-204401","yarn","115","0.7","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-204401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-204401","yarn","0.0","0.0","python2.7"
"210309-204401","yarn","0.0","0.0","bash"
"210309-204401","yarn","0.0","0.0","/bin/bash"
"210309-204401","yarn","103","0.9","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-204901","hbase","0.0","0.0","sleep"
"210309-204901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-204901","hbase","0.0","0.0","python2.7"
"210309-204901","hbase","0.3","0.0","/bin/bash"
"210309-204901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-204901","hdfs","0.0","0.0","python2.7"
"210309-204901","impala","140","16.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-204901","impala","0.0","0.0","python2.7"
"210309-204901","yarn","0.0","0.0","bash"
"210309-204901","yarn","0.0","0.0","/bin/bash"
"210309-204901","yarn","1.6","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-204901","yarn","0.0","0.0","bash"
"210309-204901","yarn","0.0","0.0","/bin/bash"
"210309-204901","yarn","114","0.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-204901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-204901","yarn","0.0","0.0","python2.7"
"210309-204901","yarn","0.0","0.0","bash"
"210309-204901","yarn","0.0","0.0","/bin/bash"
"210309-204901","yarn","104","0.8","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-205401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-205401","hbase","0.0","0.0","python2.7"
"210309-205401","hbase","0.3","0.0","/bin/bash"
"210309-205401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-205401","hdfs","0.0","0.0","python2.7"
"210309-205401","impala","140","16.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-205401","impala","0.0","0.0","python2.7"
"210309-205401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-205401","yarn","0.0","0.0","python2.7"
"210309-205901","hbase","0.0","0.0","sleep"
"210309-205901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-205901","hbase","0.0","0.0","python2.7"
"210309-205901","hbase","0.3","0.0","/bin/bash"
"210309-205901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-205901","hdfs","0.0","0.0","python2.7"
"210309-205901","impala","140","16.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-205901","impala","0.0","0.0","python2.7"
"210309-205901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-205901","yarn","0.0","0.0","python2.7"
"210309-210401","hbase","0.0","0.0","sleep"
"210309-210401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-210401","hbase","0.0","0.0","python2.7"
"210309-210401","hbase","0.3","0.0","/bin/bash"
"210309-210401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-210401","hdfs","0.0","0.0","python2.7"
"210309-210401","impala","140","16.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-210401","impala","0.0","0.0","python2.7"
"210309-210401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-210401","yarn","0.0","0.0","python2.7"
"210309-210901","hbase","0.0","0.0","sleep"
"210309-210901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-210901","hbase","0.0","0.0","python2.7"
"210309-210901","hbase","0.3","0.0","/bin/bash"
"210309-210901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-210901","hdfs","0.0","0.0","python2.7"
"210309-210901","impala","140","16.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-210901","impala","0.0","0.0","python2.7"
"210309-210901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-210901","yarn","0.0","0.0","python2.7"
"210309-211401","hbase","0.0","0.0","sleep"
"210309-211401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-211401","hbase","0.0","0.0","python2.7"
"210309-211401","hbase","0.3","0.0","/bin/bash"
"210309-211401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-211401","hdfs","0.0","0.0","python2.7"
"210309-211401","impala","140","20.6","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-211401","impala","0.0","0.0","python2.7"
"210309-211401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-211401","yarn","0.0","0.0","python2.7"
"210309-211901","hbase","0.0","0.0","sleep"
"210309-211901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-211901","hbase","0.0","0.0","python2.7"
"210309-211901","hbase","0.3","0.0","/bin/bash"
"210309-211901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-211901","hdfs","0.0","0.0","python2.7"
"210309-211901","impala","140","17.2","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-211901","impala","0.0","0.0","python2.7"
"210309-211901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-211901","yarn","0.0","0.0","python2.7"
"210309-212401","hbase","0.0","0.0","sleep"
"210309-212401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-212401","hbase","0.0","0.0","python2.7"
"210309-212401","hbase","0.3","0.0","/bin/bash"
"210309-212401","hdfs","12.0","0.0","du"
"210309-212401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-212401","hdfs","0.0","0.0","python2.7"
"210309-212401","impala","140","16.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-212401","impala","0.0","0.0","python2.7"
"210309-212401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-212401","yarn","0.0","0.0","python2.7"
"210309-212901","hbase","0.0","0.0","sleep"
"210309-212901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-212901","hbase","0.0","0.0","python2.7"
"210309-212901","hbase","0.3","0.0","/bin/bash"
"210309-212901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-212901","hdfs","0.0","0.0","python2.7"
"210309-212901","impala","140","16.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-212901","impala","0.0","0.0","python2.7"
"210309-212901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-212901","yarn","0.0","0.0","python2.7"
"210309-213401","hbase","0.0","0.0","sleep"
"210309-213401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-213401","hbase","0.0","0.0","python2.7"
"210309-213401","hbase","0.3","0.0","/bin/bash"
"210309-213401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-213401","hdfs","0.0","0.0","python2.7"
"210309-213401","impala","140","18.4","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-213401","impala","0.0","0.0","python2.7"
"210309-213401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-213401","yarn","0.0","0.0","python2.7"
"210309-213901","hbase","0.0","0.0","sleep"
"210309-213901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-213901","hbase","0.0","0.0","python2.7"
"210309-213901","hbase","0.3","0.0","/bin/bash"
"210309-213901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-213901","hdfs","0.0","0.0","python2.7"
"210309-213901","impala","140","16.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-213901","impala","0.0","0.0","python2.7"
"210309-213901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-213901","yarn","0.0","0.0","python2.7"
"210309-214401","hbase","0.0","0.0","sleep"
"210309-214401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-214401","hbase","0.0","0.0","python2.7"
"210309-214401","hbase","0.3","0.0","/bin/bash"
"210309-214401","hdfs","23.0","0.0","du"
"210309-214401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-214401","hdfs","0.0","0.0","python2.7"
"210309-214401","impala","140","20.5","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-214401","impala","0.0","0.0","python2.7"
"210309-214401","yarn","0.0","0.0","bash"
"210309-214401","yarn","0.6","0.0","/bin/bash"
"210309-214401","yarn","161","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-214401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-214401","yarn","0.0","0.0","python2.7"
"210309-214901","hbase","0.0","0.0","sleep"
"210309-214901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-214901","hbase","0.0","0.0","python2.7"
"210309-214901","hbase","0.3","0.0","/bin/bash"
"210309-214901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-214901","hdfs","0.0","0.0","python2.7"
"210309-214901","impala","140","17.6","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-214901","impala","0.0","0.0","python2.7"
"210309-214901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-214901","yarn","0.0","0.0","python2.7"
"210309-215401","hbase","0.0","0.0","sleep"
"210309-215401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-215401","hbase","0.0","0.0","python2.7"
"210309-215401","hbase","0.3","0.0","/bin/bash"
"210309-215401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-215401","hdfs","0.0","0.0","python2.7"
"210309-215401","impala","140","18.5","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-215401","impala","0.0","0.0","python2.7"
"210309-215401","yarn","0.0","0.0","bash"
"210309-215401","yarn","0.0","0.0","/bin/bash"
"210309-215401","yarn","4.9","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-215401","yarn","0.0","0.0","bash"
"210309-215401","yarn","0.0","0.0","/bin/bash"
"210309-215401","yarn","118","0.4","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-215401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-215401","yarn","0.0","0.0","python2.7"
"210309-215401","yarn","0.0","0.0","bash"
"210309-215401","yarn","0.0","0.0","bash"
"210309-215401","yarn","0.0","0.0","bash"
"210309-215401","yarn","0.0","0.0","bash"
"210309-215401","yarn","1.0","0.0","/bin/bash"
"210309-215401","yarn","1.0","0.0","/bin/bash"
"210309-215401","yarn","1.0","0.0","/bin/bash"
"210309-215401","yarn","1.0","0.0","/bin/bash"
"210309-215401","yarn","170","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-215401","yarn","168","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-215401","yarn","172","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-215401","yarn","172","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-215901","hbase","0.0","0.0","sleep"
"210309-215901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-215901","hbase","0.0","0.0","python2.7"
"210309-215901","hbase","0.3","0.0","/bin/bash"
"210309-215901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-215901","hdfs","0.0","0.0","python2.7"
"210309-215901","impala","140","16.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-215901","impala","0.0","0.0","python2.7"
"210309-215901","yarn","0.0","0.0","bash"
"210309-215901","yarn","0.0","0.0","/bin/bash"
"210309-215901","yarn","2.6","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-215901","yarn","0.0","0.0","bash"
"210309-215901","yarn","0.0","0.0","/bin/bash"
"210309-215901","yarn","116","0.6","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-215901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-215901","yarn","0.0","0.0","python2.7"
"210309-215901","yarn","0.0","0.0","bash"
"210309-215901","yarn","0.0","0.0","/bin/bash"
"210309-215901","yarn","85.5","0.8","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-220401","hbase","0.0","0.0","sleep"
"210309-220401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-220401","hbase","0.0","0.0","python2.7"
"210309-220401","hbase","0.3","0.0","/bin/bash"
